ATTRIBUTE_ExerciceFrequency	ATTRIBUTE_FermentedPlantFrequency	ATTRIBUTE_Probiotic_frequence	ATTRIBUTE_SampleType	ATTRIBUTE_TypesOfPlants	G1	G2	G3	G4	G5	G6	GNPSGROUP:	GNPSGROUP:11_to_20	GNPSGROUP:21_to_30	GNPSGROUP:6_to_10	GNPSGROUP:BLANK	GNPSGROUP:Daily	GNPSGROUP:Less_than_5	GNPSGROUP:More_than_30	GNPSGROUP:Never	GNPSGROUP:Occasionally	GNPSGROUP:Rarely	GNPSGROUP:Rarely (less than once/week)	GNPSGROUP:Regularly	GNPSGROUP:SAMPLE	GNPSGROUP:SOLVENT_BLANK	GNPSGROUP:SWAB_BLANK	GNPSLinkout_Cluster	GNPSLinkout_Network	LibraryID	MQScore	RTConsensus	RTMean	RTStdErr	SpectrumID	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	1656831.529810345	0.0	0.0	0.0	0.0	1378053.2381000002	1626367.3706818183	1676411.5823181823	1609596.544	1651323.611	1539026.4870000063	1846864.8841666677	1695810.414222223	1651389.4765000003	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"17","main.cluster index_upperinput":"17"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=67&task=b817262cb6114e7295fee4f73b22a3ad	N/A	N/A	10.8992	0	0	N/A	22	17	67	22	182.9852	0	182.9852	36330568.483
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	302396.08762068924	0.0	0.0	0.0	0.0	221470.2539999989	280575.32349999965	323282.51163636305	287312.8380833327	275128.9374999997	356433.1044999998	343130.4744999994	351120.9326111106	301928.91756818135	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"19","main.cluster index_upperinput":"19"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"19","main.cluster index_upperinput":"19"}	N/A	N/A	10.2386	0	0	N/A	22	19	-1	22	133.9746	0	133.9746	6642436.18649999
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	503725.63813793065	0.0	0.0	0.0	0.0	433957.1703999988	512027.4510000001	570826.0280909083	607493.9132499996	507601.3205500005	585776.2505000024	712621.1941666664	597095.0390555547	541426.7395454543	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"20","main.cluster index_upperinput":"20"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=343&task=b817262cb6114e7295fee4f73b22a3ad	N/A	N/A	10.2775	0	0	N/A	19	20	343	19	98.5125	0	98.5125	11911388.269999992
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	1702886.1750689659	0.0	0.0	0.0	0.0	1472656.1552	1469430.1085	1663215.3624545452	1176907.8327499996	1475012.8735999998	1493565.8434999979	1418347.6429999992	1646121.4727222226	1566322.7354772727	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"21","main.cluster index_upperinput":"21"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=576&task=b817262cb6114e7295fee4f73b22a3ad	N/A	N/A	10.8786	0	0	N/A	22	21	576	22	159.9689	0	159.9689	34459100.1805
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	312911.2327241378	0.0	0.0	0.0	0.0	271767.68180000095	281023.9946818177	337067.82354545494	282674.9922500005	268480.0799499999	373506.88249999913	327809.75024999975	360283.300722222	309045.90911363636	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"22","main.cluster index_upperinput":"22"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"22","main.cluster index_upperinput":"22"}	N/A	N/A	12.7897	0	0	N/A	19	22	-1	19	99.5130	0	99.5130	6799010.000500001
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	1640181.0308965514	0.0	0.0	0.0	0.0	1880306.9580000003	1240071.0641818182	1959696.8431818183	1458279.7165000003	1328797.5210999998	1310254.1130000027	1570638.980000001	1761534.9726666668	1599883.9536818182	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"23","main.cluster index_upperinput":"23"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"23","main.cluster index_upperinput":"23"}	N/A	N/A	11.1271	0	0	N/A	19	23	-1	19	98.5125	0	98.5125	35197446.981000006
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	9631.823965517266	0.0	0.0	0.0	0.0	136.58219999999898	12604.563863636395	282.6094090909094	264.3745833333343	13743.006350000036	453.5599999999912	311.8841666666663	436.63733333333346	6443.586636363652	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"24","main.cluster index_upperinput":"24"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=665&task=b817262cb6114e7295fee4f73b22a3ad	OLMESARTAN MEDOXOMIL	0.767253	2.5947	0	0	CCMSLIB00000079017	19	24	665	19	447.2154	0	447.2154	141758.90600000034
Daily,Regularly,,Never,Occasionally	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	332243.1787931035	0.0	0.0	0.0	0.0	15053.12539999993	434324.5183636364	7220.687909090878	6561.112833333301	478367.33690000005	0.0	341.22699999999577	3954.065222222181	220772.60313636364	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"25","main.cluster index_upperinput":"25"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=190&task=b817262cb6114e7295fee4f73b22a3ad	N/A	N/A	8.3382	0	0	N/A	17	25	190	17	871.5737	0	871.5737	4856997.269
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	10085.321827586222	0.0	0.0	0.0	0.0	409.14739999999705	12651.567227272744	822.0122272727295	187.95433333333187	13747.77610000002	844.4814999999908	158.2231666666649	1078.7493888888919	6736.789727272737	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"26","main.cluster index_upperinput":"26"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"26","main.cluster index_upperinput":"26"}	N/A	N/A	3.0335	0	0	N/A	7	26	-1	7	357.2058	0	357.2058	148209.37400000024
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	87017.20379310346	0.0	0.0	0.0	0.0	112396.4624	85380.50959090909	127093.01713636365	174223.93908333333	99434.33570000001	24746.501499999984	134201.0981666667	117389.45311111111	106236.76336363638	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"29","main.cluster index_upperinput":"29"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"29","main.cluster index_upperinput":"29"}	N/A	N/A	0.5519	0	0	N/A	22	29	-1	22	393.2100	0	393.2100	2337208.794
Daily,,Never,Occasionally	,Daily,Never,Occasionally	,Daily,Never,Occasionally	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	9509.922379310156	0.0	0.0	0.0	0.0	18.053999999999235	12513.644499999751	26.26545454545383	7.522499999999681	13789.387449999726	0.0	0.0	0.0	6269.954977272602	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"31","main.cluster index_upperinput":"31"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=223&task=b817262cb6114e7295fee4f73b22a3ad	N/A	N/A	9.0069	0	0	N/A	5	31	223	5	411.4645	0	411.4645	137939.00949999725
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	251741.07549999986	0.0	0.0	0.0	0.0	199526.14670000068	229835.43627272692	268762.3292727276	231623.34150000036	227283.91474999994	294486.23099999933	272620.2586666665	284757.48449999985	249298.88277272726	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"32","main.cluster index_upperinput":"32"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"32","main.cluster index_upperinput":"32"}	N/A	N/A	12.7923	0	0	N/A	22	32	-1	22	184.9856	0	184.9856	5484575.421
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	722145.3365862077	0.0	0.0	0.0	0.0	835743.8663999976	428037.52359090926	923480.5679545463	478069.46158333385	544117.8452000003	837021.228499996	614423.2029166673	738445.2511666681	675759.0457727278	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"33","main.cluster index_upperinput":"33"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"33","main.cluster index_upperinput":"33"}	N/A	N/A	6.4226	0	0	N/A	15	33	-1	15	615.4447	0	615.4447	14866699.00700001
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	2736299.8299310347	0.0	0.0	0.0	0.0	2097580.1032000007	2364086.7613181826	2732135.9042727267	2690333.8493333333	2308404.209350001	240098.6915000002	1856358.5882499998	3081161.885555554	2548111.3327954547	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"34","main.cluster index_upperinput":"34"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=316&task=b817262cb6114e7295fee4f73b22a3ad	N/A	N/A	7.7490	0	0	N/A	21	34	316	21	435.3601	0	435.3601	56058449.3215
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	1221721.720689655	0.0	0.0	0.0	0.0	1326369.2228	865365.6859090908	1449918.6904545454	1260704.6243333337	1191906.5004999998	188935.44399999976	739540.022166667	1137015.5642222222	1157642.1881818182	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"35","main.cluster index_upperinput":"35"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=67&task=b817262cb6114e7295fee4f73b22a3ad	N/A	N/A	1.5937	0	0	N/A	21	35	67	21	183.1492	0	183.1492	25468128.14
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	860890.1593965517	0.0	0.0	0.0	0.0	566576.0553000008	699943.8034999998	875457.1537727278	606174.3461666674	747553.8832499998	793128.4455000006	710453.412166667	891233.6514444447	787700.4786363638	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"36","main.cluster index_upperinput":"36"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=576&task=b817262cb6114e7295fee4f73b22a3ad	N/A	N/A	10.4552	0	0	N/A	22	36	576	22	199.9883	0	199.9883	17329410.53
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	650543.950586208	0.0	0.0	0.0	0.0	535706.2042000026	412753.9870909099	769780.2691363643	449931.4514166667	531640.4397000003	875276.6464999992	372662.06408333214	705786.9701111118	591267.1281136371	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"37","main.cluster index_upperinput":"37"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=448&task=b817262cb6114e7295fee4f73b22a3ad	N/A	N/A	6.3134	0	0	N/A	22	37	448	22	659.4694	0	659.4694	13007876.818500016
Daily,Regularly,,Never,Occasionally,Rarely	,Regularly,Daily,Rarely (less than once/week),Never,Occasionally	,Regularly,Daily,Never,Occasionally,Rarely	SAMPLE	,More_than_30,Less_than_5	0.0	0.0	0.0	0.0	0.0	0.0	128831.84979310345	0.0	0.0	0.0	0.0	118619.29000000002	100775.29654545455	126127.57959090911	102763.95225000003	142026.1998	3711.456999999996	57745.146750000014	85727.41883333334	113451.43806818183	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"41","main.cluster index_upperinput":"41"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=b817262cb6114e7295fee4f73b22a3ad&view=view_all_clusters_withID#{"main.cluster index_lowerinput":"41","main.cluster index_upperinput":"41"}	N/A	N/A	0.7294	0	0	N/A	21	41	-1	21	437.2357	0	437.2357	2495931.6375
